"code";"parentCode";"level";"name";"shortName";"notes";"validFrom";"validTo"
"01.13";"01.1";"4";"Dyrking av grønnsaker, meloner, rot- og knollvekster";"Dyrking av grønnsaker, meloner, rot- og knollvekster";"Omfatter: Dyrking av blad- eller stilkgrønnsaker, f.eks.; artisjokker, asparges, kål, blomkål og brokkoli, salat og sikori, spinat. Dyrking av fruktbærende grønnsaker, f.eks.; agurker og cornichons, auberginer, tomater, vannmeloner. Dyrking av rot-, løk- eller knollgrønnsaker, f.eks.; gulrøtter, neper, hvitløk, løk, (herunder sjalottløk), purre og andre alliumarter. Dyrking av sopp og trøfler. Dyrking av grønnsaksfrø, inkludert sukkerroe frø, ekskl. andre betefrø. Dyrking av sukkerroer. Dyrking av chili, paprika. Dyrking av røtter og knoller, f.eks.; poteter, søtpoteter, maniok, yam, kålrot og bladbete. Omfatter også: Dyrking av søtmais. Ekskluderer: Dyrking av krydderplanter og aromatiske, medisinske og farmasøytiske vekster grupperes under 01.28 Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster. Dyrking av soppmycel til formering grupperes under 01.30 Planteformering."
"01.14";"01.1";"4";"Dyrking av sukkerrør";"Dyrking av sukkerrør";"Omfatter: Dyrking av sukkerrør. Ekskluderer: Dyrking av sukkerroer grupperes under 01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster."
"01.15";"01.1";"4";"Dyrking av tobakk";"Dyrking av tobakk";"Omfatter:  Dyrking av tobakk. Omfatter også: Etterbehandling av tobakksblader i forbindelse med dyrking av tobakksplantene. Ekskluderer: Etterbehandling av tobakksblader (f.eks. soltørking) utført av tredjepart grupperes under 01.63 Etterbehandling av vekster etter innhøsting og behandling av såfrø. Produksjon av tobakksvarer grupperes under 12.00 Produksjon av tobakksvarer."
"01.16";"01.1";"4";"Dyrking av fibervekster";"Dyrking av fibervekster";"Omfatter: Dyrking av fibervekster, f.eks.; dyrking av bomull, dyrking av jute, kenaf og andre stengelfibre, dyrking av lin og hamp, dyrking av sisal og andre agavefibre, dyrking av abaca, ramie og andre tekstilfiberplanter."
"01.19";"01.1";"4";"Dyrking av ettårige vekster ellers";"Dyrking av ettårige vekster ellers";"Omfatter: Dyrking av alle andre ettårige vekster, f.eks.; dyrking av kløver, lusern, fôresparsette, fôrmais, lupiner, annet gress, fôrkål og lignende fôrplanter, dyrking av roefrø og frø fra fôrplanter, dyrking av blomster, skjæring av snittblomster og blomsterknopper, dyrking av blomsterfrø. Omfatter også: Dyrking av flerårige blomster og andre prydplanter. Ekskluderer: Dyrking av sukkerroefrø grupperes under 01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster. Dyrking av ettårige kryddervekster, aromatiske og farmasøytiske vekster grupperes under 01.28 Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster."
"01.21";"01.2";"4";"Dyrking av druer";"Dyrking av druer";"Omfatter: Dyrking av druer til forbruk eller videre produksjon av vin, juice, eddik og annen tørket frukt f.eks. rosiner, korinter, sultanarosiner. Ekskluderer: Produksjon av juice grupperes under 10.32 Produksjon av juice av frukt og grønnsaker. Produksjon av vin grupperes under 11.02 Produksjon av vin."
"01.22";"01.2";"4";"Dyrking av tropiske og subtropiske frukter";"Dyrking av tropiske og subtropiske frukter";"Omfatter: Dyrking av tropiske og subtropiske frukter, f.eks.; avokado, bananer og kokebananer, dadler, fikener, mango, papaya, ananas, rambutan, litchi."
"01.23";"01.2";"4";"Dyrking av sitrusfrukter";"Dyrking av sitrusfrukter";"Omfatter: Dyrking av sitrusfrukter, f.eks.; grapefrukt og pomelo, sitroner og lime, appelsiner, tangeriner, mandariner og klementiner."
"01.24";"01.2";"4";"Dyrking av kjernefrukter og steinfrukter";"Dyrking av kjernefrukter og steinfrukter";"Omfatter: Dyrking av kjernefrukter og steinfrukter, f.eks.; epler, aprikoser, kirsebær og surkirsebær, fersken og nektariner, pærer og kveder, plommer og slåpetorn. Ekskluderer: Dyrking av mangoer, rambutaner og litchier grupperes under 01.22 Dyrking av tropiske og subtropiske frukter. Dyrking av oliven grupperes under 01.26 Dyrking av oljeholdige frukter."
"01.25";"01.2";"4";"Dyrking av annen frukt som vokser på trær eller busker samt nøtter";"Dyrking av annen frukt som vokser på trær eller busker samt nøtter";"Omfatter: Dyrking av bær, f.eks.; blåbær, rips, solbær, stikkelsbær, kiwifrukt, bringebær, jordbær, tindved. Dyrking av frø fra frukt. Dyrking av spiselige nøtter, f.eks.; mandler, cashewnøtter, kastanjer, hasselnøtter, pistasjnøtter, valnøtter, pinjekjerner. Dyrking av annen frukt som vokser på trær og busker, f.eks. johannesbrød. Ekskluderer: Dyrking av kokosnøtter grupperes under 01.26 Dyrking av oljeholdige frukter."
"01.26";"01.2";"4";"Dyrking av oljeholdige frukter";"Dyrking av oljeholdige frukter";"Omfatter: Dyrking av oljeholdige frukter, f.eks.; kokosnøtter, oliven, oljepalmer. Ekskluderer: Dyrking av soyabønner, jordnøtter og andre oljeholdige frø grupperes under 01.11 Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster. Dyrking av nøtter til olje, f.eks. valnøtter, mandler, hasselnøtter, pinjekjerner, pistasjnøtter grupperes under 01.25 Dyrking av annen frukt som vokser på trær eller busker samt nøtter."
"01.27";"01.2";"4";"Dyrking av vekster for produksjon av drikkevarer";"Dyrking av vekster for produksjon av drikkevarer";"Omfatter: Dyrking av vekster for produksjon av drikkevarer f.eks.; kaffe, te, maté, kakao. Ekskluderer: Dyrking av druer grupperes under 01.21 Dyrking av druer. Dyrking av humle grupperes under 01.28 Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster."
"01.28";"01.2";"4";"Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster";"Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster";"Omfatter: Dyrking av flerårige og ettårige krydder og aromatiske vekster; pepper, muskatnøtt, muskatblomme og kardemomme, anis, stjerneanis og fennikel som krydder eller aromatisk plante, kanel, kryddernellik, ingefær, vanilje, humle og karve. Dyrking av medisinske og farmasøytiske vekster. Omfatter også: Soltørking av krydder, aromatiske, medisinske og farmasøytiske vekster, i forbindelse med dyrking av vekstene. Ekskluderer: Tørking av krydder, aromatiske, medisinske og farmasøytiske planter, utført av tredjepart grupperes under 01.63 Etterbehandling av vekster etter innhøsting og behandling av såfrø."
"01.29";"01.2";"4";"Dyrking av flerårige vekster ellers";"Dyrking av flerårige vekster ellers";"Omfatter: Dyrking av gummitrær for utvinning av lateks. Dyrking av juletrær. Dyrking av trær for utvinning av sevje. Dyrking av vekster brukt primært til fletting. Ekskluderer: Dyrking av blomster, skjæring av snittblomster og blomsterknopper og dyrking av blomsterfrø grupperes under 01.19 Dyrking av ettårige vekster ellers. Utvinning av sevje fra trær eller gummilignende materialer viltvoksende i naturen grupperes under 02.30 Innsamling av viltvoksende produkter av annet enn tre."
"01.30";"01.3";"4";"Planteformering";"Planteformering";"Omfatter: Produksjon av vegetativ plantematerialer, herunder stiklinger, rotskudd og spirer for planteformering eller for poding. Dyrking av planter til utplanting. Dyrking av prydplanter, herunder ferdigplen. Dyrking av planter for produksjon av løker, knoller og røtter, stiklinger og avleggere, soppmycel til formering. Drift av planteskoler unntatt skogplanteskoler. Ekskluderer: Dyrking av vekster med henblikk på frøproduksjon grupperes under hhv. 01.1 Dyrking av ettårige vekster og 01.2 Dyrking av flerårige vekster. Drift av skogplanteskoler grupperes under 02.10 Skogskjøtsel og andre skogbruksaktiviteter."
"01.41";"01.4";"4";"Melkeproduksjon på storfe og oppdrett av melkekyr";"Melkeproduksjon på storfe og oppdrett av melkekyr";"Omfatter: Oppdrett og avl av melkekyr og/eller bøfler. Produksjon av melk fra kyr eller bøfler. Produksjon av storfesæd for bruk på melkekuraser. Ekskluderer: Bearbeiding av melk grupperes under 10.51 Produksjon av meierivarer."
"01.42";"01.4";"4";"Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon";"Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon";"Omfatter: Oppdrett og avl av storfe og bøfler til kjøttproduksjon. Produksjon av storfesæd for bruk på kjøttferaser. Omfatter også: Oppdrett og avl av kveg eller bøfler som trekkdyr."
"01.43";"01.4";"4";"Hestehold";"Hestehold";"Omfatter: Oppdrett og avl av hester, esler, muldyr eller mulesler, uavhengig av formålet. Ekskluderer: Drift av staller for veddeløpshester og rideskoler (dersom de ikke driver med avl) grupperes under 93.19 Sportsaktiviteter ikke nevnt annet sted."
"01.44";"01.4";"4";"Oppdrett av kameler og andre kameldyr";"Oppdrett av kameler og andre kameldyr";"Omfatter: Oppdrett og avl av kameler (dromedar) og dyr av kamelfamilien."
"01.45";"01.4";"4";"Saue- og geitehold";"Saue- og geitehold";"Omfatter: Oppdrett og avl av sauer og geiter. Produksjon av saue- eller geitemelk. Ekskluderer: Klipping av sau på honorar- eller kontraktbasis grupperes under 01.62 Tjenester tilknyttet husdyrhold. Produksjon av skinnull grupperes under 10.11 Bearbeiding og konservering av kjøtt unntatt fjørfekjøtt. Bearbeiding av melk grupperes under 10.51 Produksjon av meierivarer."
"01.46";"01.4";"4";"Svinehold";"Svinehold";"Omfatter:  Oppdrett og avl av svin."
"01.47";"01.4";"4";"Fjørfehold";"Fjørfehold";"Omfatter: Oppdrett og avl av f.eks.; høner, kyllinger, kalkuner, ender, gjess, vaktler, struts, perlehøns. Eggproduksjon fra fjørfe. Drift av rugerier. Automatisert eggruging for fjørfe. Ekskluderer: Produksjon av fjær og dun grupperes under 10.12 Bearbeiding og konservering av fjørfekjøtt."
"01.48";"01.4";"4";"Husdyrhold ellers";"Husdyrhold ellers";"Omfatter: Oppdrett og avl av semi-domestisert eller andre levende dyr; fugler (unntatt fjørfe og struts), insekter, kaniner og andre pelsdyr, reinsdyr. Produksjon av skinn fra oppdrett av krypdyr, f.eks.; slanger og skilpadder, eller skinn fra oppdrettsfugler. Oppdrett og avl av reptiler, unntatt krokodiller. Landbasert oppdrett av mark, bløtdyr, snegler mv. Oppdrett av silkeorm, produksjon av silkeormkokonger. Birøkt og produksjon av f.eks.; honning, bivoks, pollinering med bier, propolis, bikake. Oppdrett og avl av kjæledyr (unntatt fisk) f.eks.; katter og hunder, fugler (f.eks. parakitter), hamstere. Ekskluderer: Produksjon av huder og skinn av dyr fra jakt og fangst grupperes under 01.70 Jakt, fangst, viltstell og tilknyttete tjenester. Oppdrett av prydfisk grupperes under 03.2 Akvakultur. Oppdrett av frosker, krokodiller og havbasert markoppdrett grupperes under 03.21 Akvakultur i sjø og brakkvann, 03.22 Akvakultur i ferskvann. Fiskeoppdrett grupperes under 03.21 Akvakultur i sjø og brakkvann, 03.22 Akvakultur i ferskvann. Oppstalling og dressur av kjæledyr grupperes under 96.99 Andre personlige tjenester ikke nevnt annet sted. Drift av omplasseringssenter for forlatte kjæledyr grupperes under 96.99 Andre personlige tjenester ikke nevnt annet sted."
"01.50";"01.5";"4";"Kombinert husdyrhold og planteproduksjon";"Kombinert husdyrhold og planteproduksjon";"Omfatter: Kombinert produksjon av vekster og husdyrhold uten spesialisering. Den totale størrelsen av gårdsdrifta er ikke en avgjørende faktor. Hvis enten dyrkingen av vekster eller husdyrholdet på et gårdsbruk overskrider 66 prosent standard omsetning, skal aktivitetene ikke grupperes her, men grupperes under dyrking av vekster eller husdyrhold. Ekskluderer: Blandet planteproduksjon grupperes under 01.1 Dyrking av ettårige vekster, 01.2 Dyrking av flerårige vekster. Blandet husdyrhold grupperes under 01.4 Husdyrhold."
"01.61";"01.6";"4";"Tjenester tilknyttet planteproduksjon";"Tjenester tilknyttet planteproduksjon";"Omfatter: Tjenester tilknyttet planteproduksjon på honorar- eller kontraktbasis; jordkultivering, såing og planting, stell av vekster, sprøyting, beskjæring av trær og busker, prikling og tynning av rotvekster, innhøsting, bekjempelse av skadegjørere. Drift av vanningsanlegg. Omfatter også: Utleie av jordbruksmaskiner med personell. Vedlikehold av eget eller leid areal uten jordbruksproduksjon. Ekskluderer: Etterbehandling av vekster etter innhøsting grupperes under 01.63 Etterbehandling av vekster etter innhøsting og behandling av såfrø. Drenering av jordbruksareal grupperes under 43.12 Grunnarbeid. Landskapsarkitekturtjenester grupperes under 71.11 Arkitektvirksomhet. Agronomer og landbruksøkonomers virksomhet grupperes under 74.99 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted. Hage- og landskapsstell og beplantning grupperes under 81.30 Beplantning av hager og parkanlegg. Landbruksutstillinger og messer grupperes under 82.30 Kongress-, messe- og utstillingsvirksomhet."
"01.62";"01.6";"4";"Tjenester tilknyttet husdyrhold";"Tjenester tilknyttet husdyrhold";"Omfatter: Tjenester tilknyttet husdyrhold på honorar- eller kontraktbasis; aktiviteter som fremmer forplantning, vekst og produksjon hos husdyr, testing av husdyr (husdyrkontroll), kastrering, rengjøring av husdyrrom mv., inseminasjon og bedekning, saueklipping, oppstalling og stell av husdyr. Omfatter også: Hovslagere. Ekskluderer: Utleie av plass utelukkende for oppstalling stell av dyr grupperes under 68.20 Utleie av egen eller leid fast eiendom. Landbruksforskning grupperes under 72.10 Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk. Veterinærer grupperes under 75.00 Veterinærtjenester. Vaksinering av husdyr grupperes under 75.00 Veterinærtjenester. Utleie av husdyr (f.eks. buskap, veddeløpshest) grupperes under 77.39 Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted. Oppstalling av kjæledyr grupperes under 96.99 Andre personlige tjenester ikke nevnt annet sted."
"01.63";"01.6";"4";"Etterbehandling av vekster etter innhøsting og behandling av såfrø";"Etterbehandling av vekster etter innhøsting og behandling av såfrø";"Omfatter: Etterbehandling av vekster på honorar- eller kontraktbasis; Etterbehandling av vekster før omsetning på det primære marked, f.eks. rensing, sortering, beskjæring, vasking, desinfisering, pakking. Bomullsegrenering. Etterbehandling av tobakksblader, f.eks. soltørking. Etterbehandling av kakaobønner, f.eks. avskalling. Voksing av frukt. Tørking av frukt, grønnsaker, urter, krydder, medisinske urter og tobakk. Sortering, rensing og skjæring av medisinske urter. Korntørking. Etterbehandling med formål å bedre kvaliteten på såfrø og såkorn, f.eks. ved å fjerne overflødig materiale, ødelagte eller umodne frø, samt å redusere frøfuktigheten til et nivå som sikrer trygg lagring. Utskilling av plantebaserte tekstilfibre (jute, lin, kokos mv.) ikke knyttet til dyrkingen av planten. Kunstig modning av frukt. Omfatter også: Tørking, rensing, sortering og behandling av frø før salg. Behandling av genmodifiserte frø. Ekskluderer: Etterbehandling av jordbruksprodukter utført av gårdbrukeren grupperes under 01.1 Dyrking av ettårige vekster, 01.2 Dyrking av flerårige vekster, 01.3 Planteformering. Dyrking av såfrø grupperes under 01.1 Dyrking av ettårige vekster og 01.2 Dyrking av flerårige vekster. Bearbeiding av frø med formål på produksjon av olje grupperes under 10.41 Produksjon av oljer og fettstoffer. Stripping og gjentørking av tobakk grupperes under 12.00 Produksjon av tobakksvarer. Markedsføringsaktiviteter utført av kommisjonærer og andelslag grupperes under 46 Engroshandel. Engroshandel med jordbruksråvarer grupperes under 46.2 Engroshandel med jordbruksråvarer og levende dyr. Forskning for utvikling av nye typer såfrø og såkorn grupperes under 72.10 Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk."
"01.70";"01.7";"4";"Jakt, fangst, viltstell og tilknyttede tjenester";"Jakt, fangst, viltstell og tilknyttede tjenester";"Omfatter: Jakt, fangst og viltstell på kommersiell basis. Fangst av ville dyr (døde eller levende) med henblikk på produksjon av mat, pels, skinn eller til bruk i forskning, i dyrehager eller som kjæledyr. Produksjon av pelsskinn, skinn av krypdyr eller fugler fra jakt eller fangst. Fangst av frosker og sanking av snegler i naturen. Omfatter også: Fangst av havpattedyr, f.eks. hvalross og sel. Jakt og fangst av rovdyr for å beskytte husdyr. Jakt og fangst for populasjonsforvaltning. Ekskluderer: Oppdrett av vilt på gårdsbruk grupperes under 01.4 Husdyrhold. Produksjon av skinn fra oppdrett av krypdyr, f.eks. slanger og skilpadder, eller skinn fra oppdrettsfugler grupperes under 01.48 Husdyrhold ellers. Bekjempelse av skadegjørere i jordbruket grupperes under 01.61 Tjenester tilknyttet planteproduksjon. Hvalfangst grupperes under 03.11 Fiske og fangst i sjø. Produksjon av huder og skinn av dyr som slaktes på slakterier grupperes under 10.11 Bearbeiding og konservering av kjøtt unntatt fjørfekjøtt. Jakt drevet som sport eller fritidsaktivitet og relaterte tjenester grupperes under 93.19 Sportsaktiviteter ikke nevnt annet sted. Tjenester til fremme av jakt og fangst grupperes under 94.99 Aktiviteter i andre medlemsorganisasjoner ikke nevnt annet sted."
"01.110";"01.11";"5";"Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster";"Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster";"Omfatter: Dyrking av all typer korn, belgvekster og oljeholdige vekster og dyrking av disse plantene med henblikk på produksjon av såfrø og såkorn. Dyrkingen av disse vekstene er ofte kombinert i enheter som driver jordbruk. Dyrking av korn, f.eks.; hvete, mais, durra, bygg, rug, havre, hirse, pseudokorn, frukt eller frø ? brukt som korn f.eks. quinoa, amaranth, chia. Dyrking av belgfrukter, f.eks.; bønner, hestebønner, kikerter, kuerter, linser, lupiner, erter, ertebønner. Dyrking av oljeholdige vekster, f.eks.; soyabønner, jordnøtter, kastorbønner, linfrø, sennepsfrø, nigerfrø, rapsfrø, saflorfrø, sesamfrø, solsikkefrø. Ekskluderer: Dyrking av ris grupperes under 01.12 Dyrking av ris. Dyrking av sukkermais grupperes under 01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster. Dyrking av fôrmais, lupiner, fôrkål grupperes under 01.19 Dyrking av ettårige vekster ellers. Dyrking av oljeholdige frukter grupperes under 01.26 Dyrking av oljeholdige frukter."
"01.120";"01.12";"5";"Dyrking av ris";"Dyrking av ris";"Omfatter: Dyrking av ris."
"01.130";"01.13";"5";"Dyrking av grønnsaker, meloner, rot- og knollvekster";"Dyrking av grønnsaker, meloner, rot- og knollvekster";"Omfatter: Dyrking av blad- eller stilkgrønnsaker, f.eks.; artisjokker, asparges, kål, blomkål og brokkoli, salat og sikori, spinat. Dyrking av fruktbærende grønnsaker, f.eks.; agurker og cornichons, auberginer, tomater, vannmeloner. Dyrking av rot-, løk- eller knollgrønnsaker, f.eks.; gulrøtter, neper, hvitløk, løk, (herunder sjalottløk), purre og andre alliumarter. Dyrking av sopp og trøfler. Dyrking av grønnsaksfrø, inkludert sukkerroe frø, ekskl. andre betefrø. Dyrking av sukkerroer. Dyrking av chili, paprika. Dyrking av røtter og knoller, f.eks.; poteter, søtpoteter, maniok, yam, kålrot og bladbete. Omfatter også: Dyrking av søtmais. Ekskluderer: Dyrking av krydderplanter og aromatiske, medisinske og farmasøytiske vekster grupperes under 01.28 Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster. Dyrking av soppmycel til formering grupperes under 01.30 Planteformering."
"01.140";"01.14";"5";"Dyrking av sukkerrør";"Dyrking av sukkerrør";"Omfatter: Dyrking av sukkerrør. Ekskluderer: Dyrking av sukkerroer grupperes under 01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster."
"01.150";"01.15";"5";"Dyrking av tobakk";"Dyrking av tobakk";"Omfatter:  Dyrking av tobakk. Omfatter også: Etterbehandling av tobakksblader i forbindelse med dyrking av tobakksplantene. Ekskluderer: Etterbehandling av tobakksblader (f.eks. soltørking) utført av tredjepart grupperes under 01.63 Etterbehandling av vekster etter innhøsting og behandling av såfrø. Produksjon av tobakksvarer grupperes under 12.00 Produksjon av tobakksvarer."
"01.160";"01.16";"5";"Dyrking av fibervekster";"Dyrking av fibervekster";"Omfatter: Dyrking av fibervekster, f.eks.; dyrking av bomull, dyrking av jute, kenaf og andre stengelfibre, dyrking av lin og hamp, dyrking av sisal og andre agavefibre, dyrking av abaca, ramie og andre tekstilfiberplanter."
"01.190";"01.19";"5";"Dyrking av ettårige vekster ellers";"Dyrking av ettårige vekster ellers";"Omfatter: Dyrking av alle andre ettårige vekster, f.eks.; dyrking av kløver, lusern, fôresparsette, fôrmais, lupiner, annet gress, fôrkål og lignende fôrplanter, dyrking av roefrø og frø fra fôrplanter, dyrking av blomster, skjæring av snittblomster og blomsterknopper, dyrking av blomsterfrø. Omfatter også: Dyrking av flerårige blomster og andre prydplanter. Ekskluderer: Dyrking av sukkerroefrø grupperes under 01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster. Dyrking av ettårige kryddervekster, aromatiske og farmasøytiske vekster grupperes under 01.28 Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster."
"01.210";"01.21";"5";"Dyrking av druer";"Dyrking av druer";"Omfatter: Dyrking av druer til forbruk eller videre produksjon av vin, juice, eddik og annen tørket frukt f.eks. rosiner, korinter, sultanarosiner. Ekskluderer: Produksjon av juice grupperes under 10.32 Produksjon av juice av frukt og grønnsaker. Produksjon av vin grupperes under 11.02 Produksjon av vin."
"01.220";"01.22";"5";"Dyrking av tropiske og subtropiske frukter";"Dyrking av tropiske og subtropiske frukter";"Omfatter: Dyrking av tropiske og subtropiske frukter, f.eks.; avokado, bananer og kokebananer, dadler, fikener, mango, papaya, ananas, rambutan, litchi."
"01.230";"01.23";"5";"Dyrking av sitrusfrukter";"Dyrking av sitrusfrukter";"Omfatter: Dyrking av sitrusfrukter, f.eks.; grapefrukt og pomelo, sitroner og lime, appelsiner, tangeriner, mandariner og klementiner."
"01.240";"01.24";"5";"Dyrking av kjernefrukter og steinfrukter";"Dyrking av kjernefrukter og steinfrukter";"Omfatter: Dyrking av kjernefrukter og steinfrukter, f.eks.; epler, aprikoser, kirsebær og surkirsebær, fersken og nektariner, pærer og kveder, plommer og slåpetorn. Ekskluderer: Dyrking av mangoer, rambutaner og litchier grupperes under 01.22 Dyrking av tropiske og subtropiske frukter. Dyrking av oliven grupperes under 01.26 Dyrking av oljeholdige frukter."
"01.250";"01.25";"5";"Dyrking av annen frukt som vokser på trær eller busker samt nøtter";"Dyrking av annen frukt som vokser på trær eller busker samt nøtter";"Omfatter: Dyrking av bær, f.eks.; blåbær, rips, solbær, stikkelsbær, kiwifrukt, bringebær, jordbær, tindved. Dyrking av frø fra frukt. Dyrking av spiselige nøtter, f.eks.; mandler, cashewnøtter, kastanjer, hasselnøtter, pistasjnøtter, valnøtter, pinjekjerner. Dyrking av annen frukt som vokser på trær og busker, f.eks. johannesbrød. Ekskluderer: Dyrking av kokosnøtter grupperes under 01.26 Dyrking av oljeholdige frukter."
